return_id,order_id,customer_id,order_timestamp,delivery_timestamp,request_timestamp,order_amount,item_count,product_category,discount_amount,payment_method,delivery_region,fulfillment_method,return_reason,item_condition_declared,refund_amount_requested,return_method,customer_account_age_days,customer_order_count_lifetime,customer_return_count_lifetime,historical_return_rate,historical_refund_amount,customer_dispute_count,orders_last_7d,orders_last_30d,orders_last_90d,returns_last_7d,returns_last_30d,returns_last_90d,customer_avg_order_value,return_abuse,dataset_type
RET_001017,ORD_001017,CUST_00309,2025-02-11T22:19:00,2025-02-14T22:19:00,2025-02-15T22:19:00,278.84,2,ELECTRONICS,15.0,STORE_CREDIT,US_EAST,STANDARD_GROUND,WRONG_SIZE,UNOPENED,278.84,MAIL_IN,572,11,0,0.0,0.0,0,0,3,11,0,1,0,284.95,0,SYNTHETIC
RET_001285,ORD_001285,CUST_01342,2025-01-16T23:16:00,2025-01-18T23:16:00,2025-02-15T23:16:00,113.76,1,BEAUTY,0.0,BUY_NOW_PAY_LATER,US_EAST,EXPRESS_AIR,NOT_AS_DESCRIBED,UNOPENED,37.54,MAIL_IN,245,3,1,0.3333,66.55,1,0,5,10,1,5,7,73.94,1,SYNTHETIC
RET_003568,ORD_003568,CUST_00634,2025-02-10T00:04:00,2025-02-12T00:04:00,2025-02-16T00:04:00,60.71,1,APPAREL,0.0,BUY_NOW_PAY_LATER,US_WEST,STANDARD_GROUND,NOT_AS_DESCRIBED,UNOPENED,60.71,MAIL_IN,965,9,0,0.0,0.0,0,2,1,5,0,0,1,61.15,0,SYNTHETIC
RET_001289,ORD_001289,CUST_00914,2025-02-11T00:53:00,2025-02-13T00:53:00,2025-02-16T00:53:00,132.93,2,APPAREL,0.0,CREDIT_CARD,US_SOUTH,EXPRESS_AIR,CHANGED_MIND,UNOPENED,43.87,MAIL_IN,496,9,2,0.2222,280.21,0,1,1,2,0,0,0,155.67,0,SYNTHETIC
RET_002356,ORD_002356,CUST_00961,2025-02-03T01:44:00,2025-02-06T01:44:00,2025-02-16T01:44:00,45.55,1,APPAREL,0.0,DEBIT_CARD,US_SOUTH,STANDARD_GROUND,WRONG_SIZE,UNOPENED,22.78,MAIL_IN,314,10,0,0.0,0.0,0,1,0,2,0,0,0,45.38,0,SYNTHETIC
RET_000433,ORD_000433,CUST_00854,2025-02-11T02:08:00,2025-02-14T02:08:00,2025-02-16T02:08:00,45.31,1,BEAUTY,10.0,STORE_CREDIT,US_EAST,SAME_DAY,WRONG_SIZE,UNOPENED,14.95,MAIL_IN,559,13,0,0.0,0.0,0,1,0,2,0,0,0,36.59,0,SYNTHETIC
RET_000252,ORD_000252,CUST_00329,2025-02-08T03:18:00,2025-02-11T03:18:00,2025-02-16T03:18:00,43.04,1,HOME_GARDEN,15.0,DEBIT_CARD,US_EAST,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,21.52,MAIL_IN,966,15,1,0.0667,32.63,0,0,1,1,0,0,0,36.26,0,SYNTHETIC
RET_004018,ORD_004018,CUST_01600,2025-02-01T03:28:00,2025-02-03T03:28:00,2025-02-16T03:28:00,34.83,2,BEAUTY,10.0,CREDIT_CARD,US_WEST,EXPRESS_AIR,ARRIVED_LATE,OPENED_UNUSED,11.49,IN_STORE_DROP,681,13,1,0.0769,35.18,0,0,0,1,0,0,0,39.09,0,SYNTHETIC
RET_002072,ORD_002072,CUST_00266,2025-02-03T05:42:00,2025-02-05T05:42:00,2025-02-16T05:42:00,1606.79,4,LUXURY_GOODS,0.0,CREDIT_CARD,US_EAST,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,1606.79,IN_STORE_DROP,420,21,5,0.2381,6520.05,1,1,6,16,0,1,6,1448.9,0,SYNTHETIC
RET_000510,ORD_000510,CUST_00273,2025-02-10T05:51:00,2025-02-15T05:51:00,2025-02-16T05:51:00,88.61,1,APPAREL,0.0,CREDIT_CARD,US_WEST,EXPRESS_AIR,NOT_AS_DESCRIBED,OPENED_UNUSED,44.3,MAIL_IN,38,7,2,0.2857,103.68,0,0,2,10,0,2,6,57.6,1,SYNTHETIC
RET_002786,ORD_002786,CUST_01039,2025-02-09T05:57:00,2025-02-11T05:57:00,2025-02-16T05:57:00,72.02,1,BEAUTY,25.0,CREDIT_CARD,US_EAST,STANDARD_GROUND,WRONG_SIZE,UNOPENED,23.77,MAIL_IN,802,11,1,0.0909,60.92,0,0,0,3,0,0,0,67.69,0,SYNTHETIC
RET_003374,ORD_003374,CUST_00630,2025-02-09T07:12:00,2025-02-10T07:12:00,2025-02-16T07:12:00,64.74,4,APPAREL,0.0,CREDIT_CARD,US_SOUTH,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,32.37,MAIL_IN,796,33,7,0.2121,442.39,0,2,8,16,0,1,7,70.22,0,SYNTHETIC
RET_002883,ORD_002883,CUST_01556,2025-02-08T07:56:00,2025-02-13T07:56:00,2025-02-16T07:56:00,42.06,1,APPAREL,10.0,CREDIT_CARD,US_SOUTH,EXPRESS_AIR,NOT_AS_DESCRIBED,UNOPENED,21.03,IN_STORE_DROP,446,14,0,0.0,0.0,0,0,2,6,0,0,1,47.27,0,SYNTHETIC
RET_001542,ORD_001542,CUST_00118,2025-02-10T07:57:00,2025-02-15T07:57:00,2025-02-16T07:57:00,206.84,2,APPAREL,5.0,CREDIT_CARD,US_CENTRAL,EXPRESS_AIR,ARRIVED_LATE,UNOPENED,206.84,MAIL_IN,241,5,3,0.6,363.01,0,1,2,2,1,1,1,134.45,1,SYNTHETIC
RET_004316,ORD_004316,CUST_00341,2025-02-08T09:09:00,2025-02-11T09:09:00,2025-02-16T09:09:00,31.01,2,BEAUTY,10.0,CREDIT_CARD,US_EAST,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,31.01,MAIL_IN,1052,15,0,0.0,0.0,0,0,2,4,0,0,0,33.21,0,SYNTHETIC
RET_001058,ORD_001058,CUST_01030,2025-02-07T10:03:00,2025-02-09T10:03:00,2025-02-16T10:03:00,101.71,1,APPAREL,5.0,CREDIT_CARD,US_EAST,STANDARD_GROUND,CHANGED_MIND,OPENED_UNUSED,50.86,MAIL_IN,1111,19,1,0.0526,109.58,0,1,2,6,0,0,0,121.76,0,SYNTHETIC
RET_002418,ORD_002418,CUST_00766,2025-02-05T12:19:00,2025-02-07T12:19:00,2025-02-16T12:19:00,83.17,4,APPAREL,20.0,BUY_NOW_PAY_LATER,US_EAST,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,41.58,MAIL_IN,718,26,12,0.4615,931.5,0,2,4,16,0,2,5,86.25,0,SYNTHETIC
RET_002671,ORD_002671,CUST_01290,2025-01-25T13:14:00,2025-01-28T13:14:00,2025-02-16T13:14:00,72.66,1,BEAUTY,5.0,DEBIT_CARD,US_EAST,EXPRESS_AIR,DEFECTIVE,UNOPENED,23.98,MAIL_IN,345,6,2,0.3333,114.3,0,0,0,4,0,0,1,63.5,0,SYNTHETIC
RET_001778,ORD_001778,CUST_00668,2025-02-08T13:56:00,2025-02-09T13:56:00,2025-02-16T13:56:00,107.04,1,APPAREL,25.0,CREDIT_CARD,US_WEST,SAME_DAY,CHANGED_MIND,UNOPENED,35.32,MAIL_IN,317,8,1,0.125,86.28,0,0,1,3,0,0,1,95.87,0,SYNTHETIC
RET_001665,ORD_001665,CUST_01423,2025-02-11T14:21:00,2025-02-14T14:21:00,2025-02-16T14:21:00,94.9,2,APPAREL,10.0,DEBIT_CARD,US_SOUTH,EXPRESS_AIR,CHANGED_MIND,OPENED_UNUSED,47.45,LOCKER_DROP,295,16,0,0.0,0.0,0,0,0,0,0,0,0,86.76,0,SYNTHETIC
RET_000033,ORD_000033,CUST_00843,2025-02-10T15:44:00,2025-02-15T15:44:00,2025-02-16T15:44:00,68.75,1,BEAUTY,0.0,BUY_NOW_PAY_LATER,US_EAST,STANDARD_GROUND,NOT_AS_DESCRIBED,UNOPENED,34.38,IN_STORE_DROP,18,4,4,1.0,123.77,4,3,3,4,2,3,3,34.38,1,SYNTHETIC
RET_000582,ORD_000582,CUST_00733,2025-02-11T16:05:00,2025-02-14T16:05:00,2025-02-16T16:05:00,77.94,1,APPAREL,10.0,CREDIT_CARD,US_WEST,EXPRESS_AIR,WRONG_SIZE,UNOPENED,38.97,LOCKER_DROP,1117,11,2,0.1818,165.02,0,0,2,4,0,0,0,91.68,0,SYNTHETIC
RET_001585,ORD_001585,CUST_00624,2025-02-06T16:17:00,2025-02-11T16:17:00,2025-02-16T16:17:00,80.39,1,ELECTRONICS,25.0,CREDIT_CARD,US_CENTRAL,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,26.53,MAIL_IN,682,11,0,0.0,0.0,0,0,2,6,0,0,2,80.37,0,SYNTHETIC
RET_002639,ORD_002639,CUST_00009,2025-01-20T16:35:00,2025-01-22T16:35:00,2025-02-16T16:35:00,97.13,2,APPAREL,30.0,DEBIT_CARD,US_SOUTH,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,32.05,MAIL_IN,495,26,12,0.4615,1106.14,0,1,6,14,0,1,3,102.42,0,SYNTHETIC
RET_000507,ORD_000507,CUST_01321,2025-02-10T17:02:00,2025-02-11T17:02:00,2025-02-16T17:02:00,55.88,1,BEAUTY,10.0,CREDIT_CARD,US_SOUTH,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,18.44,MAIL_IN,802,15,2,0.1333,88.2,0,0,2,4,0,0,1,49.0,0,SYNTHETIC
RET_003570,ORD_003570,CUST_01135,2025-02-10T18:08:00,2025-02-15T18:08:00,2025-02-16T18:08:00,105.96,1,APPAREL,25.0,DEBIT_CARD,US_WEST,SAME_DAY,NOT_AS_DESCRIBED,OPENED_UNUSED,105.96,LOCKER_DROP,701,9,1,0.1111,83.16,0,1,1,3,0,0,0,92.4,0,SYNTHETIC
RET_001619,ORD_001619,CUST_00176,2025-02-06T18:43:00,2025-02-11T18:43:00,2025-02-16T18:43:00,74.05,2,APPAREL,20.0,CREDIT_CARD,US_CENTRAL,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,24.44,LOCKER_DROP,266,36,14,0.3889,850.0,0,3,3,11,1,1,4,67.46,0,SYNTHETIC
RET_000016,ORD_000016,CUST_00539,2025-02-12T18:58:00,2025-02-14T18:58:00,2025-02-16T18:58:00,396.03,1,ELECTRONICS,10.0,DEBIT_CARD,US_EAST,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,396.03,MAIL_IN,614,12,0,0.0,0.0,0,0,1,5,0,0,0,324.66,0,SYNTHETIC
RET_002187,ORD_002187,CUST_00690,2025-02-12T19:48:00,2025-02-14T19:48:00,2025-02-16T19:48:00,166.03,3,ELECTRONICS,10.0,CREDIT_CARD,US_SOUTH,EXPRESS_AIR,DEFECTIVE,OPENED_UNUSED,83.02,MAIL_IN,877,18,1,0.0556,154.73,0,2,2,2,0,0,0,171.92,0,SYNTHETIC
RET_002107,ORD_002107,CUST_00531,2025-02-14T21:51:00,2025-02-15T21:51:00,2025-02-16T21:51:00,1151.8,1,LUXURY_GOODS,0.0,BUY_NOW_PAY_LATER,US_EAST,EXPRESS_AIR,NOT_AS_DESCRIBED,OPENED_UNUSED,1151.8,MAIL_IN,50,4,3,0.75,1554.93,0,6,6,7,6,3,3,575.9,1,SYNTHETIC
RET_002961,ORD_002961,CUST_00813,2025-01-17T21:53:00,2025-01-20T21:53:00,2025-02-16T21:53:00,85.32,1,APPAREL,0.0,BUY_NOW_PAY_LATER,US_WEST,STANDARD_GROUND,DEFECTIVE,WORN_OR_USED,42.66,IN_STORE_DROP,192,7,3,0.4286,149.74,0,1,3,6,1,1,4,55.46,0,SYNTHETIC
RET_001733,ORD_001733,CUST_01272,2025-02-14T00:12:00,2025-02-16T00:12:00,2025-02-17T00:12:00,143.52,2,APPAREL,30.0,CREDIT_CARD,US_EAST,STANDARD_GROUND,ARRIVED_LATE,WORN_OR_USED,71.76,MAIL_IN,477,23,6,0.2609,840.51,0,2,7,15,1,4,6,155.65,0,SYNTHETIC
RET_004366,ORD_004366,CUST_00805,2025-01-23T02:18:00,2025-01-25T02:18:00,2025-02-17T02:18:00,114.8,3,BEAUTY,20.0,CREDIT_CARD,US_SOUTH,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,114.8,MAIL_IN,534,32,8,0.25,901.94,0,1,6,13,1,2,5,125.27,0,SYNTHETIC
RET_000122,ORD_000122,CUST_00924,2025-02-07T02:58:00,2025-02-08T02:58:00,2025-02-17T02:58:00,140.54,2,HOME_GARDEN,25.0,BUY_NOW_PAY_LATER,US_SOUTH,STANDARD_GROUND,WRONG_SIZE,UNOPENED,46.38,MAIL_IN,964,11,0,0.0,0.0,0,0,3,5,0,0,0,117.51,0,SYNTHETIC
RET_000688,ORD_000688,CUST_01602,2025-02-11T03:20:00,2025-02-16T03:20:00,2025-02-17T03:20:00,115.24,1,APPAREL,15.0,CREDIT_CARD,US_EAST,SAME_DAY,NOT_AS_DESCRIBED,OPENED_UNUSED,57.62,MAIL_IN,1035,12,1,0.0833,97.69,0,2,3,9,0,0,0,108.54,0,SYNTHETIC
RET_003087,ORD_003087,CUST_00052,2025-02-13T03:37:00,2025-02-15T03:37:00,2025-02-17T03:37:00,908.82,2,LUXURY_GOODS,0.0,CREDIT_CARD,US_WEST,EXPRESS_AIR,WRONG_SIZE,UNOPENED,908.82,MAIL_IN,81,8,5,0.625,2658.29,2,0,1,7,0,1,3,590.73,1,SYNTHETIC
RET_001444,ORD_001444,CUST_00526,2025-02-14T04:22:00,2025-02-16T04:22:00,2025-02-17T04:22:00,22.36,1,BEAUTY,10.0,CREDIT_CARD,US_EAST,SAME_DAY,CHANGED_MIND,OPENED_UNUSED,22.36,IN_STORE_DROP,363,16,2,0.125,36.77,0,0,2,3,0,0,0,20.43,0,SYNTHETIC
RET_004628,ORD_004628,CUST_00636,2025-02-09T04:54:00,2025-02-11T04:54:00,2025-02-17T04:54:00,41.39,1,BEAUTY,15.0,CREDIT_CARD,US_CENTRAL,SAME_DAY,ARRIVED_LATE,WORN_OR_USED,13.66,MAIL_IN,408,13,1,0.0769,43.97,0,0,3,7,0,0,0,48.85,0,SYNTHETIC
RET_003203,ORD_003203,CUST_00156,2025-01-30T05:30:00,2025-02-01T05:30:00,2025-02-17T05:30:00,215.21,3,LUXURY_GOODS,20.0,CREDIT_CARD,US_CENTRAL,STANDARD_GROUND,WRONG_SIZE,UNOPENED,215.21,MAIL_IN,390,29,9,0.3103,1384.86,0,1,6,20,0,2,7,170.97,0,SYNTHETIC
RET_004048,ORD_004048,CUST_01266,2025-02-13T05:56:00,2025-02-16T05:56:00,2025-02-17T05:56:00,81.79,1,APPAREL,5.0,CREDIT_CARD,US_EAST,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,40.9,LOCKER_DROP,735,13,3,0.2308,179.42,0,0,3,7,0,0,0,66.45,0,SYNTHETIC
RET_001051,ORD_001051,CUST_00581,2025-02-13T06:27:00,2025-02-16T06:27:00,2025-02-17T06:27:00,1163.52,1,LUXURY_GOODS,0.0,BUY_NOW_PAY_LATER,US_CENTRAL,SAME_DAY,NOT_AS_DESCRIBED,UNOPENED,383.96,MAIL_IN,32,1,0,0.0,0.0,0,3,2,3,3,2,2,581.76,0,SYNTHETIC
RET_003003,ORD_003003,CUST_01626,2025-01-31T07:34:00,2025-02-05T07:34:00,2025-02-17T07:34:00,371.21,2,ELECTRONICS,0.0,DEBIT_CARD,US_CENTRAL,EXPRESS_AIR,DEFECTIVE,UNOPENED,371.21,LOCKER_DROP,821,16,2,0.125,594.22,0,1,1,2,0,0,0,330.12,0,SYNTHETIC
RET_000973,ORD_000973,CUST_00392,2025-02-13T07:45:00,2025-02-15T07:45:00,2025-02-17T07:45:00,136.55,3,APPAREL,15.0,DEBIT_CARD,US_SOUTH,EXPRESS_AIR,WRONG_SIZE,WORN_OR_USED,136.55,MAIL_IN,809,5,0,0.0,0.0,0,0,0,4,0,0,0,147.9,0,SYNTHETIC
RET_002587,ORD_002587,CUST_00288,2025-02-13T09:38:00,2025-02-15T09:38:00,2025-02-17T09:38:00,398.27,1,ELECTRONICS,10.0,CREDIT_CARD,US_CENTRAL,EXPRESS_AIR,WRONG_SIZE,UNOPENED,398.27,MAIL_IN,486,14,0,0.0,0.0,0,0,1,5,0,0,0,341.88,0,SYNTHETIC
RET_000747,ORD_000747,CUST_00012,2025-02-12T10:52:00,2025-02-14T10:52:00,2025-02-17T10:52:00,143.83,2,APPAREL,10.0,CREDIT_CARD,US_WEST,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,71.92,MAIL_IN,390,22,3,0.1364,430.24,0,3,3,9,2,2,2,159.35,0,SYNTHETIC
RET_003238,ORD_003238,CUST_01037,2025-02-12T12:03:00,2025-02-14T12:03:00,2025-02-17T12:03:00,129.4,2,APPAREL,10.0,CREDIT_CARD,US_WEST,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,64.7,MAIL_IN,115,29,8,0.2759,715.68,0,4,5,17,1,2,3,99.4,1,SYNTHETIC
RET_003621,ORD_003621,CUST_00537,2025-02-13T12:23:00,2025-02-15T12:23:00,2025-02-17T12:23:00,584.81,2,LUXURY_GOODS,25.0,CREDIT_CARD,US_WEST,SAME_DAY,DEFECTIVE,UNOPENED,292.4,MAIL_IN,460,16,0,0.0,0.0,0,0,1,3,0,0,0,485.92,0,SYNTHETIC
RET_000297,ORD_000297,CUST_00084,2025-02-04T12:50:00,2025-02-05T12:50:00,2025-02-17T12:50:00,985.09,3,LUXURY_GOODS,10.0,DEBIT_CARD,US_WEST,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,492.54,MAIL_IN,828,14,0,0.0,0.0,0,1,1,4,1,0,0,903.85,0,SYNTHETIC
RET_000942,ORD_000942,CUST_00076,2025-02-09T13:09:00,2025-02-12T13:09:00,2025-02-17T13:09:00,217.97,2,APPAREL,10.0,CREDIT_CARD,US_WEST,SAME_DAY,WRONG_SIZE,WORN_OR_USED,217.97,LOCKER_DROP,369,28,9,0.3214,1966.76,0,1,4,4,0,1,0,242.81,0,SYNTHETIC
RET_003505,ORD_003505,CUST_00404,2025-02-14T13:49:00,2025-02-16T13:49:00,2025-02-17T13:49:00,37.65,3,HOME_GARDEN,25.0,CREDIT_CARD,US_SOUTH,EXPRESS_AIR,WRONG_SIZE,UNOPENED,18.82,LOCKER_DROP,708,11,0,0.0,0.0,0,1,2,6,0,0,0,34.66,0,SYNTHETIC
RET_000159,ORD_000159,CUST_00172,2025-02-11T13:49:00,2025-02-12T13:49:00,2025-02-17T13:49:00,42.27,1,BEAUTY,0.0,CREDIT_CARD,US_EAST,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,13.95,MAIL_IN,478,11,0,0.0,0.0,0,0,1,6,0,0,0,45.99,0,SYNTHETIC
RET_004626,ORD_004626,CUST_00901,2025-02-12T15:52:00,2025-02-14T15:52:00,2025-02-17T15:52:00,245.19,1,ELECTRONICS,25.0,CREDIT_CARD,US_SOUTH,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,122.6,LOCKER_DROP,107,18,0,0.0,0.0,0,0,1,6,0,0,0,235.65,0,SYNTHETIC
RET_003291,ORD_003291,CUST_00899,2025-02-13T17:57:00,2025-02-14T17:57:00,2025-02-17T17:57:00,422.0,1,ELECTRONICS,25.0,CREDIT_CARD,US_CENTRAL,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,211.0,MAIL_IN,882,9,2,0.2222,876.02,0,2,1,10,0,0,1,486.68,0,SYNTHETIC
RET_004811,ORD_004811,CUST_01294,2025-02-09T19:20:00,2025-02-11T19:20:00,2025-02-17T19:20:00,136.58,2,APPAREL,0.0,CREDIT_CARD,US_WEST,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,136.58,MAIL_IN,163,27,9,0.3333,861.76,0,2,7,12,1,4,4,106.39,0,SYNTHETIC
RET_001612,ORD_001612,CUST_01468,2025-01-18T19:32:00,2025-01-20T19:32:00,2025-02-17T19:32:00,1163.87,1,LUXURY_GOODS,5.0,DEBIT_CARD,US_WEST,EXPRESS_AIR,NOT_AS_DESCRIBED,UNOPENED,384.08,LOCKER_DROP,196,6,2,0.3333,1361.74,0,1,3,5,1,0,4,756.52,1,SYNTHETIC
RET_003859,ORD_003859,CUST_00800,2025-02-01T20:52:00,2025-02-06T20:52:00,2025-02-17T20:52:00,1382.78,2,LUXURY_GOODS,0.0,CREDIT_CARD,US_EAST,STANDARD_GROUND,WRONG_SIZE,UNOPENED,1382.78,MAIL_IN,629,30,11,0.3667,10739.72,0,3,8,17,2,3,5,1084.82,0,SYNTHETIC
RET_003372,ORD_003372,CUST_00324,2025-01-17T21:10:00,2025-01-20T21:10:00,2025-02-17T21:10:00,2252.02,1,LUXURY_GOODS,0.0,BUY_NOW_PAY_LATER,US_CENTRAL,EXPRESS_AIR,NOT_AS_DESCRIBED,OPENED_UNUSED,1126.01,MAIL_IN,16,4,3,0.75,3040.23,3,3,3,4,3,3,3,1126.01,1,SYNTHETIC
RET_003742,ORD_003742,CUST_01314,2025-02-13T21:20:00,2025-02-15T21:20:00,2025-02-17T21:20:00,120.27,1,HOME_GARDEN,0.0,CREDIT_CARD,US_SOUTH,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,60.14,MAIL_IN,1098,16,4,0.25,512.75,0,0,1,2,0,0,0,142.43,0,SYNTHETIC
RET_000419,ORD_000419,CUST_01314,2025-02-06T21:54:00,2025-02-09T21:54:00,2025-02-17T21:54:00,41.3,1,BEAUTY,0.0,DEBIT_CARD,US_EAST,STANDARD_GROUND,CHANGED_MIND,UNOPENED,13.63,MAIL_IN,911,15,0,0.0,0.0,0,0,2,5,0,0,0,48.8,0,SYNTHETIC
RET_000709,ORD_000709,CUST_00254,2025-02-12T23:26:00,2025-02-15T23:26:00,2025-02-17T23:26:00,26.98,1,BEAUTY,0.0,CREDIT_CARD,US_WEST,SAME_DAY,NOT_AS_DESCRIBED,UNOPENED,8.9,MAIL_IN,623,16,1,0.0625,26.4,0,2,4,7,0,0,0,29.33,0,SYNTHETIC
RET_002820,ORD_002820,CUST_01059,2025-02-08T23:32:00,2025-02-13T23:32:00,2025-02-17T23:32:00,1144.11,1,LUXURY_GOODS,0.0,DEBIT_CARD,US_CENTRAL,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,377.56,LOCKER_DROP,301,17,4,0.2353,3690.68,0,1,4,6,0,0,1,1025.19,0,SYNTHETIC
RET_003240,ORD_003240,CUST_00298,2025-02-06T00:10:00,2025-02-08T00:10:00,2025-02-18T00:10:00,140.58,2,APPAREL,10.0,CREDIT_CARD,US_WEST,STANDARD_GROUND,WRONG_SIZE,UNOPENED,140.58,IN_STORE_DROP,391,15,3,0.2,386.34,0,1,1,3,0,0,0,143.09,0,SYNTHETIC
RET_003455,ORD_003455,CUST_00493,2025-02-14T00:58:00,2025-02-16T00:58:00,2025-02-18T00:58:00,122.02,1,APPAREL,0.0,CREDIT_CARD,US_CENTRAL,SAME_DAY,ARRIVED_LATE,OPENED_UNUSED,61.01,MAIL_IN,991,9,0,0.0,0.0,0,1,2,6,0,0,2,138.78,0,SYNTHETIC
RET_003489,ORD_003489,CUST_01051,2025-02-12T01:02:00,2025-02-14T01:02:00,2025-02-18T01:02:00,83.93,1,APPAREL,15.0,CREDIT_CARD,US_EAST,EXPRESS_AIR,CHANGED_MIND,UNOPENED,41.96,MAIL_IN,1081,15,0,0.0,0.0,0,0,3,10,0,0,0,71.99,0,SYNTHETIC
RET_001276,ORD_001276,CUST_01330,2025-02-12T02:29:00,2025-02-14T02:29:00,2025-02-18T02:29:00,167.62,2,HOME_GARDEN,25.0,CREDIT_CARD,US_EAST,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,83.81,MAIL_IN,953,8,0,0.0,0.0,0,1,2,5,0,0,0,191.49,0,SYNTHETIC
RET_002276,ORD_002276,CUST_01324,2025-01-19T03:03:00,2025-01-21T03:03:00,2025-02-18T03:03:00,2305.09,2,LUXURY_GOODS,0.0,BUY_NOW_PAY_LATER,US_EAST,EXPRESS_AIR,DEFECTIVE,UNOPENED,1152.54,MAIL_IN,49,3,3,1.0,3111.88,1,1,6,7,1,5,5,1152.55,1,SYNTHETIC
RET_004496,ORD_004496,CUST_00704,2025-02-02T03:41:00,2025-02-04T03:41:00,2025-02-18T03:41:00,39.54,1,BEAUTY,15.0,DEBIT_CARD,US_EAST,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,39.54,LOCKER_DROP,992,17,0,0.0,0.0,0,0,1,2,0,0,0,33.92,0,SYNTHETIC
RET_004437,ORD_004437,CUST_00305,2025-01-19T05:37:00,2025-01-21T05:37:00,2025-02-18T05:37:00,222.96,2,APPAREL,0.0,BUY_NOW_PAY_LATER,US_EAST,SAME_DAY,DEFECTIVE,UNOPENED,111.48,MAIL_IN,15,5,4,0.8,401.33,0,2,2,3,2,2,2,111.48,1,SYNTHETIC
RET_003333,ORD_003333,CUST_00082,2025-02-10T06:03:00,2025-02-12T06:03:00,2025-02-18T06:03:00,58.8,1,APPAREL,25.0,CREDIT_CARD,US_SOUTH,EXPRESS_AIR,CHANGED_MIND,UNOPENED,19.4,MAIL_IN,905,13,0,0.0,0.0,0,0,3,8,0,0,0,65.08,0,SYNTHETIC
RET_002974,ORD_002974,CUST_01615,2025-02-14T07:09:00,2025-02-16T07:09:00,2025-02-18T07:09:00,64.51,2,BEAUTY,0.0,BUY_NOW_PAY_LATER,US_SOUTH,SAME_DAY,WRONG_SIZE,UNOPENED,64.51,MAIL_IN,788,34,14,0.4118,708.25,0,2,9,13,0,4,7,56.21,0,SYNTHETIC
RET_002220,ORD_002220,CUST_00597,2025-02-08T07:14:00,2025-02-11T07:14:00,2025-02-18T07:14:00,113.57,1,APPAREL,25.0,DEBIT_CARD,US_CENTRAL,EXPRESS_AIR,DEFECTIVE,OPENED_UNUSED,113.57,LOCKER_DROP,397,17,1,0.0588,105.81,0,0,4,4,1,0,0,117.57,0,SYNTHETIC
RET_002644,ORD_002644,CUST_00093,2025-02-12T09:33:00,2025-02-14T09:33:00,2025-02-18T09:33:00,339.74,1,ELECTRONICS,10.0,CREDIT_CARD,US_CENTRAL,EXPRESS_AIR,NOT_AS_DESCRIBED,OPENED_UNUSED,339.74,MAIL_IN,620,11,0,0.0,0.0,0,0,2,6,0,0,1,377.46,0,SYNTHETIC
RET_001892,ORD_001892,CUST_00670,2025-02-13T09:35:00,2025-02-16T09:35:00,2025-02-18T09:35:00,66.82,2,APPAREL,15.0,CREDIT_CARD,US_CENTRAL,SAME_DAY,WRONG_SIZE,UNOPENED,22.05,MAIL_IN,998,14,1,0.0714,53.52,0,0,1,2,0,0,0,59.47,0,SYNTHETIC
RET_002457,ORD_002457,CUST_00855,2025-02-06T10:15:00,2025-02-08T10:15:00,2025-02-18T10:15:00,155.91,2,HOME_GARDEN,10.0,CREDIT_CARD,US_SOUTH,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,155.91,MAIL_IN,882,14,1,0.0714,123.89,0,0,0,1,0,0,0,137.66,0,SYNTHETIC
RET_002299,ORD_002299,CUST_00699,2025-02-16T10:23:00,2025-02-17T10:23:00,2025-02-18T10:23:00,104.4,1,APPAREL,0.0,CREDIT_CARD,US_WEST,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,52.2,MAIL_IN,775,9,0,0.0,0.0,0,1,2,4,0,0,0,102.48,0,SYNTHETIC
